,Index,Family,Genus,Scientific Name,Japanese Name,Other Name,Western Name,Derivation,Season,In Bloom,Signifies,Search Names,Variants,青（ムーンダスト）,ドラセナ・フラグランス（幸福の木）,青,トゲ,ヒメユリ,黄,クルマユリ,プリムラ・シネンシス,ジャーマンアイリス,ササユリ,カノコユリ,プリムラ・オブコニカ,葉,カサブランカ,ハゴロモジャスミン,白いつぼみ,シダレヤナギ,ソメイヨシノ,ドラセナ・サンデリアーナ（ミリオンバンブー）,実,四つ葉,オニユリ,オレンジ,サトザクラ、ヤエザクラ,ピンク,シダレザクラ,ハナショウブ,プリムラ・ポリアンサ,プリムラ・マラコイデス,ヤマユリ,赤,赤いつぼみ,スカシユリ,白,クチベニズイセン,テッポウユリ,紫,ラッパスイセン,緋色,ドラセナ・コンシンネ,花,赤・ピンク,ロベリア・カーディナリス,フユザクラ,カンザクラ,木,ギンモクセイ,プリムラ・ジュリアン,デンファレ,ネコヤナギ,ヤマザクラ,カキツバタ
ユキヤナギ,347,バラ科,シモツケ属,Spiraea thunbergii,雪柳（ユキヤナギ）,['小米花（コゴメバナ）'],"['Thunberg spirea, Thunberg’s meadowsweet, Baby’s breath spirea']",和名の「雪柳（ユキヤナギ）」は、柳のように細長い枝に、白い小花が降り積もったように見えることに由来します。また、散った花がまるで米を撒いたように見えることから「小米花（コゴメバナ）」という別名もあります。英語では「Thunberg spirea」などと呼ばれます。,春,['3月～5月'],['愛らしさ'],"['ゆきやなぎ', 'コゴメバナ', 'こごめばな', '雪柳', '小米花', 'コゴメハナ', 'ユキヤナギ', 'こごめはな']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ジギタリス,128,オオバコ科,ジギタリス属,Digitalis purpurea,ジギタリス,['狐の手袋（キツネノテブクロ）'],"['Foxglove, Digitalis']",属名の学名「Digitalis（ジギタリス）」は、ラテン語の「digitus（指）」を語源とし、花の形が指サックに似ていることに由来します。別名の「狐の手袋（キツネノテブクロ）」は、英名のフォックス・グローブ（Foxglove）をそのまま訳したもので、この花が手袋の指のように見えることにちなみます。,初夏,['5月～6月'],['不誠実'],"['狐の手袋', 'じぎたりす', 'ジギタリス', 'きつねのてぶくろ', 'キツネノテブクロ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ヒメジョオン,252,キク科,ムカシヨモギ属,Erigeron annuus,姫女菀（ヒメジョオン）,['柳葉姫菊（ヤナギバヒメギク）'],"['Annual fleabane, Daisy fleabane']",和名の「姫女菀（ヒメジョオン）」の「姫」は小さいを、「女菀」は中国産の野草を表します。本来は同属の春紫苑（ハルジオン）と同様に「紫苑（シオン）」の漢字が使われるべきですが、別種の姫紫苑（ヒメシオン）と区別するために「ヒメジョオン」という名前をつけたという説もあります。,夏,['5月～8月'],['素朴で清楚'],"['ヒメオンナエン', 'ヒメジョオン', 'ひめおんなえん', 'やなぎばひめぎく', 'やなぎばひめきく', 'ヤナギバヒメキク', 'ひめじょおん', '姫女菀', '柳葉姫菊', 'ヤナギバヒメギク']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ローダンセ,370,キク科,ローダンセ属,Rhodanthe manglesii,広葉の花簪（ヒロハノハナカンザシ）,['ローダンセ、姫貝細工（ヒメカイザイク）'],"['Mangles sunray, Mangles everlasting']",属名の学名「Rhodanthe（ローダンセ）」は、ギリシア語の「rhodon（バラ）」と「anthos（花）」が語源となり、その花色にちなむといわれます。和名では「広葉の花簪（ヒロハノハナカンザシ）」といい、白い花をつける同属の花簪（ハナカンザシ）よりも葉が幅広（卵形）であることにちなみます。「ハナカンザシ」は花茎の先につく赤いつぼみから簪（かんざし）を連想したものといわれます。一般にローダンセというと、ヒロハノハナカンザシを指します。英語では、「Mangles sunray（マングルスの太陽光線）」や「Mangles everlasting（マングルスの永遠）」などと呼ばれます。,春～夏,['4月～7月'],['変わらぬ思い'],"['コウヨウノハナカンザシ', '姫貝細工', '広葉の花簪', 'ヒロハノハナカンザシ', 'ヒメカイザイク', 'ひろはのはなかんざし', 'ひめかいざいく', 'ろーだんせ', 'ローダンセ', 'こうようのはなかんざし']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
スノーフレーク,165,ヒガンバナ科,スノーフレーク属,Leucojum aestivum,鈴蘭水仙（スズランスイセン）,['スノーフレーク'],['Summer snowflake'],属名の学名「Leucojum（レウコユム）」は、ギリシア語で「白いスミレ」を意味するといわれます。和名の鈴蘭水仙（スズランスイセン）は、花がスズランに、葉がスイセンに似ていることに由来します。なお、スノーフレークは「雪片」という意味ですが、スノーフレークの開花時期は雪の降らない春で英語では「サマー・スノーフレーク（Summer snowflake）」と呼ばれます。,春,['3月～4月'],['純粋'],"['スノーフレーク', '鈴蘭水仙', 'すのーふれーく', 'すずらんすいせん', 'スズランスイセン']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ユリ,350,ユリ科,ユリ属,Lilium spp.,百合（ユリ）,[],['Lily'],花名の「ゆり」は、茎が細く花が大きいため風に揺れやすく、その様子から「揺すり」と呼ばれ、それが変化して「ゆり」になったともいわれます。漢字の「百合」は漢名からで、ユリの鱗茎の鱗片葉が多数重なり合っていることに由来するといわれます。属名の学名「Lilium（リリウム）」は、ギリシア語の「leirion（白色）」を語源とし、マドンナリリーの白花にちなむといわれます。英語では「Lily（リリー）」、フランス語では「Lis（リス）」と呼ばれます。,夏,['5月～8月'],['純粋'],"['百合', 'ユリ', 'ゆり']","['≪白≫「純潔」「威厳」', '≪赤・ピンク≫「虚栄心」', '≪黄≫「偽り」「陽気」', '≪オレンジ≫「華麗」「愉快」「軽率」', '≪カサブランカ≫「威厳」「純潔」「高貴」', '≪ヤマユリ≫「荘厳」', '≪テッポウユリ≫「純潔」「甘美」「威厳」', '≪オニユリ≫「賢者」「富と誇り」', '≪ササユリ≫「清浄」「上品」', '≪クルマユリ≫「純潔」「多才な人」', '≪カノコユリ≫「慈悲深さ」「上品」', '≪スカシユリ≫「注目を浴びる」「飾らぬ美」', '≪ヒメユリ≫「誇り」']",[''],[''],[''],[''],['誇り'],"['偽り', '陽気']","['純潔', '多才な人']",[''],[''],"['清浄', '上品']","['慈悲深さ', '上品']",[''],[''],"['威厳', '純潔', '高貴']",[''],[''],[''],[''],[''],[''],[''],"['賢者', '富と誇り']","['華麗', '愉快', '軽率']",[''],[''],[''],[''],[''],[''],['荘厳'],[''],[''],"['注目を浴びる', '飾らぬ美']","['純潔', '威厳']",[''],"['純潔', '甘美', '威厳']",[''],[''],[''],[''],[''],['虚栄心'],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
スノードロップ,164,ヒガンバナ科,ガランサス属,Galanthus nivalis,待雪草（マツユキソウ）,['スノードロップ、ガランサス'],['Snowdrop'],スノードロップの学名は「Galanthus nivalis（ガランサス・ニバリス）」。属名「Galanthus（ガランサス）」はギリシア語で「乳のように白い花」を意味し、種小名「nivalis（ニバリス）」はラテン語の「雪（nivis）」を語源として「雪の中や近くに成長する」という意味があるといわれます。そこから英名では「スノードロップ（雪のしずく）」、和名では「待雪草（マツユキソウ）」と呼ばれています。,早春,['2月～3月'],['希望'],"['すのーどろっぷ', 'マツユキソウ', 'がらんさす', 'マツユキクサ', 'まつゆきくさ', 'スノードロップ', '待雪草', 'まつゆきそう', 'ガランサス']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
サツキ,117,ツツジ科,ツツジ属,Rhododendron indicum,皐月（サツキ）,['皐月躑躅（サツキツツジ）、杜鵑花（サツキ）'],['Satsuki azalea'],属名の学名「Rhododendron（ロードデンドロン）」は、ギリシア語の「rhodon（赤またはバラ）」と「dendron（木）」を語源とし、赤い花をつける木という意味になります。しかし、当初はキョウチクトウをこの名で呼んでいたといわれます。和名の皐月（サツキ）は、旧暦の皐月（5月）ごろに花を咲かせることから名づけられました。なお、サツキとツツジは区別して取り扱われていますが、ともに同じツツジ属に属するごく近縁の種になります。ツツジは4月に開花し、サツキは遅れて5月に開花することからサツキツツジと呼ばれていましたが、ツツジを省略してサツキになったといわれます。英語では主に「Satsuki azalea（サツキアザレア）」と呼ばれます。,初夏,['5月～6月'],['節制'],"['皐月', 'さつきつつじ', 'ホトトギスハナ', 'ごがつ', 'ゴガツテキチョク', 'ゴガツ', 'ごがつてきちょく', 'ほととぎすはな', 'サツキツツジ', 'サツキ', '皐月躑躅', '杜鵑花', 'さつき']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
カリン,74,バラ科,カリン属,Pseudocydonia sinensis,花梨、榠樝（ともにカリン）,['安蘭樹（アンランジュ）'],['Chinese quince'],カリン属の学名「Pseudocydonia（プセウドサイドニア）」は、ギリシア語の「pseudos（偽）」と「Cydonia（マルメロ）」を語源とし、カリンとマルメロがよく似た近縁種であることにちなみます。和名のカリンは、その木目がフタバガキ科の花櫚（かりん）に似ていることに由来するともいわれます。英語では「Chinese quince（中国のマルメロ）」と呼ばれます。,春,['3月～5月（実の収穫期は10～11月）'],['豊麗'],"['安蘭樹', 'めい', 'かりん', 'あらんき', 'アランキ', '榠樝', 'ともにかりん', 'トモニカリン', 'メイ', 'あんらんじゅ', 'ともにカリン', '花梨', 'カリン', 'アンランジュ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ムシトリナデシコ,327,ナデシコ科,マンテマ属,Silene armeria,虫取り撫子（ムシトリナデシコ）,['蠅取り撫子（ハエトリナデシコ）、小町草（コマチソウ）'],"['Catchfly, Sweet William catchfly']",属名の学名「Silene（シレネ）」の由来は諸説あり、ギリシア神話の「Silenus（シーレーノス）」の名前にちなむともいわれます。シーレーノスは酒神ディオニューソス（ローマ神話ではバッカス）の教師で、いつも酔っぱらい泡だらけであったといいます。この属の植物には粘液性の分泌液を出すものが多く、それをシーレーノスの姿にたとえたといいます。和名の「虫取り撫子（ムシトリナデシコ）」は、茎上部の葉の下あたりから分泌した粘液に小さな虫がつくことに由来します。英語では「Catchfly（ハエトリ）」や「Sweet William catchfly（ハエトリ・ヒゲナデシコ）」などと呼ばれます。別名の「蠅取り撫子（ハエトリナデシコ）」は「Catchfly」の翻訳名と考えられます。,初夏,['5月～6月'],['罠'],"['ムシトリナデシコ', 'コマチクサ', 'はえとりなでしこ', '小町草', '虫取り撫子', 'こまちくさ', 'ハエトリナデシコ', 'むしとりなでしこ', 'こまちそう', 'コマチソウ', '蠅取り撫子']","['≪赤≫「青春の恋」', '≪白≫「裏切り」']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['青春の恋'],[''],[''],['裏切り'],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
オンシジューム,58,ラン科,オンシジューム属,Oncidium spp.,オンシジューム,['雀蘭（スズメラン）、オンシジウム、群雀蘭（ムレスズメラン）'],"['Dancing lady orchid, Butterfly orchid, Oncidium', 'Maple']",属名の学名「Oncidium（オンシジューム）」は、ギリシア語の「onkos（とげ、こぶ）」を語源とし、唇弁（ラン科植物にみられる昆虫が着地しやすいように変形した花びら）の基部にこぶ状の隆起があることに由来します。大きな唇弁をもつ花姿がドレスを広げて優雅に踊る女性のように見えるので、英語では「Dancing lady orchid（踊る女性のラン）」とも呼ばれています。,周年,"['周年（種により異なる）', '4月～5月']",['可憐'],"['ムレスズメラン', 'おんしじうむ', 'オンシジューム', '雀蘭', '群雀蘭', 'むらすずめらん', 'ムラスズメラン', 'オンシジウム', 'スズメラン', 'むれすずめらん', 'すずめらん', 'おんしじゅーむ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ヒイラギ,246,モクセイ科,モクセイ属,Osmanthus heterophyllus,柊（ヒイラギ）,['鬼の目突き（オニノメツキ）'],"['False holly, Holly olive, Holly osmanthus']",和名の「ひいらぎ」は、葉の縁にあるトゲに触れると痛いことから、ヒリヒリ痛むを意味する「疼ぐ（ひひらぐ）」が語源であるといわれます。,冬,['11月～12月'],['用心深さ'],"['鬼の目突き', 'オニノメツキ', 'ひいらぎ', 'おにのめつき', 'ヒイラギ', '柊']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ビヨウヤナギ,255,オトギリソウ科,オトギリソウ属,Hypericum monogynum,美容柳（ビヨウヤナギ）,['未央柳（ビョウヤナギ）、美女柳（ビジョヤナギ）、金線海棠（キンセンカイドウ）'],['Chinese hypericum'],属名の学名「Hypericum（ヒペリカム）」は、ギリシア語の「hyper（上に）」と「eikon（像）」を語源とし、悪魔よけの像の上にこの花が置かれていたことに由来するともいわれます。また、「hypo（下に）」と「erice（草むら）」を語源にするという説もあります。和名の「美容柳（ビヨウヤナギ）」は、枝先がやや垂れ下がり葉がヤナギに似ていることから名づけられました。,初夏,['6月～7月'],['気高さ'],"['びじょやなぎ', 'キンセンカイドウ', 'みおやなぎ', 'きんせんかいどう', '美女柳', 'びようやなぎ', '未央柳', 'びょうやなぎ', 'ミオヤナギ', 'ビジョヤナギ', '美容柳', 'ビヨウヤナギ', 'ビョウヤナギ', '金線海棠']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
